Product_ID,Product_Name,Category,Price_USD,Quantity_Sold,Total_Sales_USD,Order_Date,Customer_City
1292,Shampoo,Beauty,167,2,334,03-07-2025,Quetta
1293,Table,Home,29,1,29,31-08-2025,Islamabad
1294,Chair,Home,408,4,1632,30-01-2026,Quetta
1295,Table,Home,167,5,835,30-03-2026,Lahore
1296,Science Book,Books,15,9,135,17-01-2025,Peshawar
1297,Gym Gloves,Sports,103,10,1030,09-02-2025,Peshawar
1298,Science Book,Books,107,3,321,09-07-2025,Quetta
1299,Face Wash,Beauty,77,2,154,21-07-2025,Lahore
1300,Shampoo,Beauty,295,2,590,05-02-2026,Karachi
1301,Table,Home,104,5,520,29-01-2026,Quetta
1302,Coffee Mug,Home,498,10,4980,14-03-2026,Lahore
1303,Jeans,Fashion,266,10,2660,06-01-2026,Karachi
1304,Coffee Mug,Home,146,5,730,05-12-2025,Quetta
1305,Shampoo,Beauty,256,7,1792,19-04-2025,Peshawar
1306,T-Shirt,Fashion,435,1,435,13-12-2025,Peshawar
1307,Science Book,Books,156,7,1092,21-10-2025,Peshawar
1308,Lipstick,Beauty,346,4,1384,10-05-2026,Quetta
1309,Cricket Bat,Sports,27,9,243,11-03-2026,Quetta
1310,Shoes,Fashion,377,1,377,07-09-2025,Karachi
1311,Cricket Bat,Sports,35,9,315,08-05-2025,Peshawar
1312,Shampoo,Beauty,11,1,11,25-11-2025,Islamabad
1313,Table,Home,145,5,725,06-07-2025,Peshawar
1314,Keyboard,Electronics,16,1,16,15-02-2026,Lahore
1315,Cricket Bat,Sports,250,5,1250,03-07-2025,Quetta
1316,Lipstick,Beauty,141,5,705,04-12-2025,Karachi
1317,Chair,Home,380,9,3420,16-04-2025,Quetta
1318,Shampoo,Beauty,13,1,13,20-05-2025,Lahore
1319,Gym Gloves,Sports,425,3,1275,03-11-2025,Islamabad
1320,Shampoo,Beauty,110,4,440,15-12-2025,Islamabad
1321,Wireless Mouse,Electronics,186,10,1860,06-05-2025,Islamabad
1322,History Book,Books,374,1,374,07-01-2026,Karachi
1323,Cricket Bat,Sports,388,7,2716,31-03-2026,Lahore
1324,Lipstick,Beauty,170,9,1530,24-09-2025,Quetta
1325,Chair,Home,23,2,46,30-04-2025,Peshawar
1326,Tennis Ball,Sports,439,2,878,11-02-2026,Islamabad
1327,Tennis Ball,Sports,297,9,2673,14-08-2025,Lahore
1328,History Book,Books,280,1,280,22-06-2025,Lahore
1329,Coffee Mug,Home,318,10,3180,15-02-2026,Islamabad
1330,Science Book,Books,227,1,227,13-06-2025,Peshawar
1331,Gym Gloves,Sports,326,10,3260,24-03-2025,Karachi
1332,Coffee Mug,Home,214,3,642,06-09-2025,Karachi
1333,Football,Sports,49,4,196,15-12-2025,Karachi
1334,Coffee Mug,Home,293,1,293,05-12-2025,Peshawar
1335,Smart Watch,Electronics,48,5,240,11-12-2025,Peshawar
1336,Jeans,Fashion,422,1,422,05-10-2025,Peshawar
1337,Jeans,Fashion,329,6,1974,20-03-2026,Lahore
1338,Lamp,Home,284,5,1420,09-01-2025,Islamabad
1339,Cricket Bat,Sports,265,6,1590,18-02-2025,Peshawar
1340,Lipstick,Beauty,283,7,1981,20-01-2025,Islamabad
1341,Face Wash,Beauty,316,5,1580,28-01-2026,Karachi
1342,Smart Watch,Electronics,217,5,1085,15-10-2025,Quetta
1343,Perfume,Beauty,104,10,1040,05-09-2025,Karachi
1344,Jacket,Fashion,31,3,93,01-01-2026,Karachi
1345,Cricket Bat,Sports,126,3,378,16-12-2025,Quetta
1346,Smart Watch,Electronics,325,5,1625,24-08-2025,Quetta
1347,Math Guide,Books,196,10,1960,08-03-2025,Islamabad
1348,Perfume,Beauty,495,7,3465,17-07-2025,Peshawar
1349,Jeans,Fashion,422,3,1266,17-09-2025,Islamabad
1350,Novel,Books,176,10,1760,11-06-2025,Peshawar
1351,Jacket,Fashion,297,3,891,07-12-2025,Islamabad
1352,Table,Home,108,9,972,23-05-2025,Peshawar
1353,Jeans,Fashion,35,5,175,10-04-2025,Karachi
1354,Perfume,Beauty,102,2,204,29-06-2025,Peshawar
1355,Math Guide,Books,143,2,286,13-01-2025,Islamabad
1356,Shoes,Fashion,457,1,457,22-04-2026,Islamabad
1357,Gym Gloves,Sports,337,10,3370,20-06-2025,Karachi
1358,Football,Sports,142,10,1420,12-03-2025,Lahore
1359,Jeans,Fashion,209,5,1045,10-11-2025,Peshawar
1360,Shoes,Fashion,455,1,455,28-10-2025,Karachi
1361,Headphones,Electronics,408,9,3672,17-04-2026,Islamabad
1362,Shampoo,Beauty,478,5,2390,22-10-2025,Karachi
1363,Keyboard,Electronics,114,1,114,22-01-2026,Peshawar
1364,Keyboard,Electronics,243,2,486,08-07-2025,Lahore
1365,Jeans,Fashion,281,4,1124,13-03-2025,Peshawar
1366,Headphones,Electronics,16,9,144,28-01-2025,Islamabad
1367,Shampoo,Beauty,126,9,1134,26-01-2025,Karachi
1368,Novel,Books,43,7,301,18-01-2026,Karachi
1369,Novel,Books,427,7,2989,11-08-2025,Peshawar
1370,Perfume,Beauty,304,3,912,18-01-2026,Quetta
1371,Cricket Bat,Sports,195,5,975,29-05-2025,Quetta
1372,T-Shirt,Fashion,388,2,776,14-11-2025,Lahore
1373,Novel,Books,406,8,3248,04-12-2025,Islamabad
1374,Face Wash,Beauty,126,7,882,16-01-2025,Peshawar
1375,Gym Gloves,Sports,406,5,2030,09-10-2025,Lahore
1376,Science Book,Books,248,6,1488,07-05-2025,Quetta
1377,Chair,Home,411,9,3699,30-10-2025,Islamabad
1378,History Book,Books,497,3,1491,20-08-2025,Peshawar
1379,Coffee Mug,Home,293,2,586,07-05-2025,Islamabad
1380,Math Guide,Books,288,2,576,06-05-2025,Islamabad
1381,Football,Sports,226,9,2034,30-05-2025,Lahore
1382,Lipstick,Beauty,267,1,267,21-06-2025,Lahore
1383,Cricket Bat,Sports,173,7,1211,09-03-2026,Quetta
1384,Jacket,Fashion,460,2,920,07-08-2025,Islamabad
1385,T-Shirt,Fashion,165,9,1485,13-04-2025,Islamabad
1386,Perfume,Beauty,457,8,3656,10-04-2025,Karachi
1387,Cricket Bat,Sports,80,2,160,04-04-2026,Peshawar
1388,Gym Gloves,Sports,206,8,1648,12-08-2025,Karachi
1389,Coffee Mug,Home,167,9,1503,01-07-2025,Lahore
1390,Smart Watch,Electronics,451,3,1353,03-05-2026,Karachi
1391,Lipstick,Beauty,311,6,1866,18-02-2026,Quetta
1392,Shampoo,Beauty,176,2,352,23-03-2025,Quetta
1393,Coffee Mug,Home,228,8,1824,23-02-2026,Peshawar
1394,Gym Gloves,Sports,427,1,427,12-09-2025,Quetta
1395,Novel,Books,363,9,3267,31-03-2025,Islamabad
1396,Keyboard,Electronics,266,8,2128,11-08-2025,Karachi
1397,Headphones,Electronics,307,3,921,10-06-2025,Lahore
1398,Novel,Books,304,1,304,08-02-2026,Quetta
1399,History Book,Books,257,4,1028,18-01-2025,Quetta
1400,Jeans,Fashion,65,10,650,04-08-2025,Peshawar
1401,Smart Watch,Electronics,363,6,2178,28-12-2025,Peshawar
1402,Novel,Books,243,8,1944,25-11-2025,Karachi
1403,Science Book,Books,47,10,470,28-11-2025,Islamabad
1404,Gym Gloves,Sports,390,4,1560,05-12-2025,Lahore
1405,Face Wash,Beauty,492,4,1968,04-02-2025,Lahore
1406,Novel,Books,488,5,2440,05-05-2026,Lahore
1407,Jeans,Fashion,169,7,1183,13-05-2025,Karachi
1408,Math Guide,Books,430,1,430,20-03-2025,Islamabad
1409,History Book,Books,266,4,1064,29-09-2025,Peshawar
1410,Lipstick,Beauty,347,1,347,25-07-2025,Karachi
1411,Shoes,Fashion,418,4,1672,17-02-2026,Lahore
1412,Shampoo,Beauty,59,1,59,23-02-2025,Lahore
1413,Face Wash,Beauty,327,4,1308,03-05-2025,Islamabad
1414,Jeans,Fashion,451,6,2706,19-01-2026,Karachi
1415,Math Guide,Books,144,1,144,14-09-2025,Lahore
1416,Shoes,Fashion,204,9,1836,17-07-2025,Lahore
1417,Jacket,Fashion,490,4,1960,26-10-2025,Quetta
1418,Lamp,Home,345,4,1380,24-03-2025,Quetta
1419,T-Shirt,Fashion,80,2,160,18-12-2025,Quetta
1420,Tennis Ball,Sports,119,2,238,17-03-2026,Islamabad
1421,Science Book,Books,235,4,940,15-03-2026,Islamabad
1422,Jeans,Fashion,492,8,3936,02-02-2026,Lahore
1423,Coffee Mug,Home,312,7,2184,13-05-2025,Islamabad
1424,Lipstick,Beauty,476,4,1904,08-03-2025,Quetta
1425,Tennis Ball,Sports,411,1,411,20-06-2025,Quetta
1426,Tennis Ball,Sports,430,8,3440,31-01-2025,Karachi
1427,Shampoo,Beauty,489,9,4401,04-04-2026,Islamabad
1428,Table,Home,35,4,140,04-09-2025,Lahore
1429,Shoes,Fashion,187,2,374,23-03-2026,Quetta
1430,Jeans,Fashion,468,8,3744,01-04-2025,Lahore
1431,Lipstick,Beauty,465,7,3255,05-11-2025,Islamabad
1432,Tennis Ball,Sports,491,9,4419,01-12-2025,Karachi
1433,Science Book,Books,266,4,1064,01-02-2026,Islamabad
